ZONE,ENTITY,SUB_ENTITY,RAW_FILENAME,FILE_SIZE
Europe,FR-001,Antony-PF,c798e955/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/Status/2020_07_04_MachineState_28213.log/20200704_160308_884.zip,1503
Europe,FR-001,Antony-PF,b3a536c2/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_105652_877.zip,1486
Europe,FR-001,Antony-PF,52eea7ce/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/JobStateHistory/2020_07_02_JobState_28239.log/20200702_031220_884.zip,1391
Europe,FR-001,Antony-PF,74d409a8/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/JobStateHistory/2020_07_04_JobState_28266.log/20200704_120150_879.zip,1320
Europe,FR-001,Antony-PF,90b64eee/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/JobStateHistory/2020_07_03_JobState_28266.log/20200703_030208_571.zip,1309
Europe,FR-001,Antony-PF,02f5e65b/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO1/JobStateHistory/2020_07_02_JobState_28180.log/20200702_133012_884.zip,1294
Europe,FR-001,Antony-PF,104aa114/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/JobStateHistory/2020_07_03_JobState_28239.log/20200703_231229_884.zip,1236
Europe,FR-001,Antony-PF,0bcd2861/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/JobStateHistory/2020_07_04_JobState_28180.log/20200704_110521_943.zip,1226
Europe,FR-001,Antony-PF,2a525528/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_035815_581.zip,1090
Europe,FR-001,Antony-PF,d7dfbe73/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/JobStateHistory/2020_07_04_JobState_28213.log/20200704_072943_588.zip,1081
Europe,FR-001,Antony-PF,c7857de7/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/JobStateHistory/2020_07_03_JobState_28266.log/20200704_015921_573.zip,1073
Europe,FR-001,Antony-PF,d4343420/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/JobStateHistory/2020_07_04_JobState_28180.log/20200704_135813_884.zip,1036
Europe,FR-001,Antony-PF,ef198df2/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO2/JobStateHistory/2020_07_01_JobState_28213.log/20200702_014618_884.zip,1001
Europe,FR-001,Antony-PF,b7f02187/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/JobStateHistory/2020_07_04_JobState_28213.log/20200704_100300_884.zip,947
Europe,FR-001,Antony-PF,e4fc18fc/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO2/JobStateHistory/2020_07_02_JobState_28213.log/20200702_055240_160.zip,905
Europe,FR-001,Antony-PF,1590490a/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_235916_572.zip,881
Europe,FR-001,Antony-PF,c282f969/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/Status/2020_07_04_MachineState_28180.log/20200704_093756_884.zip,853
Europe,FR-001,Antony-PF,a073a0f1/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_151300_876.zip,851
Europe,FR-001,Antony-PF,231fc975/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_100349_884.zip,841
Europe,FR-001,Antony-PF,1b8b6650/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/JobStateHistory/2020_07_03_JobState_28239.log/20200704_015933_884.zip,834
Europe,FR-001,Antony-PF,c884632e/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_055949_572.zip,819
Europe,FR-001,Antony-PF,4aa9c9ce/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/JobStateHistory/2020_07_02_JobState_28239.log/20200703_020000_884.zip,819
Europe,FR-001,Antony-PF,cf335ca8/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO1/Status/2020_07_03_MachineState_28180.log/20200703_033725_884.zip,805
Europe,FR-001,Antony-PF,47447ff3/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/JobStateHistory/2020_07_04_JobState_28266.log/20200704_030227_877.zip,784
Europe,FR-001,Antony-PF,c6508935/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_074822_876.zip,771
Europe,FR-001,Antony-PF,749a3032/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/Status/2020_07_04_MachineState_28213.log/20200704_175903_884.zip,768
Europe,FR-001,Antony-PF,2f89d92e/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO2/Status/2020_07_02_MachineState_28213.log/20200703_011412_884.zip,729
Europe,FR-001,Antony-PF,c50a0206/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200703_015645_574.zip,704
Europe,FR-001,Antony-PF,40207ed2/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_155939_876.zip,674
Europe,FR-001,Antony-PF,0ab45c5f/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_200032_885.zip,633
Europe,FR-001,Antony-PF,916af303/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_140155_571.zip,615
Europe,FR-001,Antony-PF,38881413/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_175908_581.zip,600
Europe,FR-001,Antony-PF,e1690f0d/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_075617_571.zip,598
Europe,FR-001,Antony-PF,143ae757/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_060633_884.zip,593
Europe,FR-001,Antony-PF,bde02df9/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_190039_884.zip,591
Europe,FR-001,Antony-PF,d66a564c/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_033129_876.zip,579
Europe,FR-001,Antony-PF,95104c91/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO2/JobStateHistory/2020_07_02_JobState_28213.log/20200702_072214_884.zip,561
Europe,FR-001,Antony-PF,ea7e9cdb/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_200150_581.zip,558
Europe,FR-001,Antony-PF,093507e8/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_215803_583.zip,547
Europe,FR-001,Antony-PF,0629f765/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_180141_572.zip,539
Europe,FR-001,Antony-PF,0df3f5ec/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_230239_886.zip,528
Europe,FR-001,Antony-PF,6cef06e8/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_220140_884.zip,500
Europe,FR-001,Antony-PF,ee9cd83f/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_030619_884.zip,492
Europe,FR-001,Antony-PF,1b7668e5/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_115813_580.zip,491
Europe,FR-001,Antony-PF,221afa70/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_135737_884.zip,488
Europe,FR-001,Antony-PF,c2de1bb1/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_064557_884.zip,484
Europe,FR-001,Antony-PF,f96f3770/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_071131_884.zip,478
Europe,FR-001,Antony-PF,ba15bd70/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_095902_581.zip,478
Europe,FR-001,Antony-PF,6fd4022a/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_055942_880.zip,475
Europe,FR-001,Antony-PF,6ba6d900/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO2/Status/2020_07_02_MachineState_28213.log/20200702_055240_160.zip,474
Europe,FR-001,Antony-PF,63037595/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/JobStateHistory/2020_07_01_JobState_28239.log/20200702_015958_884.zip,468
Europe,FR-001,Antony-PF,72e9e3e2/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO1/Status/2020_07_01_MachineState_28180.log/20200702_015543_884.zip,467
Europe,FR-001,Antony-PF,ba57d7cd/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_205518_884.zip,466
Europe,FR-001,Antony-PF,ae255f3d/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200704_014024_572.zip,459
Europe,FR-001,Antony-PF,92014c45/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/Status/2020_07_04_MachineState_28180.log/20200704_154747_884.zip,457
Europe,FR-001,Antony-PF,d13b4436/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_190121_884.zip,456
Europe,FR-001,Antony-PF,65567bc7/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_100208_581.zip,452
Europe,FR-001,Antony-PF,034aa731/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_133627_576.zip,451
Europe,FR-001,Antony-PF,61c39687/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_105148_884.zip,448
Europe,FR-001,Antony-PF,cffa3d06/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_232549_880.zip,448
Europe,FR-001,Antony-PF,c232ca48/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/Status/2020_07_04_MachineState_28213.log/20200704_134148_884.zip,446
Europe,FR-001,Antony-PF,c873d06e/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_035850_879.zip,443
Europe,FR-001,Antony-PF,79cb64ed/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_144432_884.zip,438
Europe,FR-001,Antony-PF,b45d61c6/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO4/Status/2020_07_02_MachineState_28266.log/20200702_235645_572.zip,437
Europe,FR-001,Antony-PF,6062d140/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/Status/2020_07_04_MachineState_28180.log/20200704_075003_884.zip,433
Europe,FR-001,Antony-PF,06ee174b/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO2/JobStateHistory/2020_07_03_JobState_28213.log/20200703_040141_876.zip,428
Europe,FR-001,Antony-PF,def30af3/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/Status/2020_07_04_MachineState_28213.log/20200704_195847_884.zip,421
Europe,FR-001,Antony-PF,2f8b4a11/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_231111_886.zip,413
Europe,FR-001,Antony-PF,a2de332e/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/JobStateHistory/2020_07_04_JobState_28180.log/20200704_162909_884.zip,412
Europe,FR-001,Antony-PF,27c7d06b/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_025559_877.zip,407
Europe,FR-001,Antony-PF,60ed1ded/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_215940_884.zip,406
Europe,FR-001,Antony-PF,7e1f5ee7/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/Status/2020_07_04_MachineState_28180.log/20200704_134839_884.zip,393
Europe,FR-001,Antony-PF,eebe18c4/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_115734_584.zip,393
Europe,FR-001,Antony-PF,20585c6b/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200703_015047_884.zip,392
Europe,FR-001,Antony-PF,34cf75ab/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_143734_886.zip,384
Europe,FR-001,Antony-PF,1114c212/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_181026_884.zip,382
Europe,FR-001,Antony-PF,1bc1fed2/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_080058_879.zip,381
Europe,FR-001,Antony-PF,39f4c515/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_100846_885.zip,379
Europe,FR-001,Antony-PF,f2c8a52c/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_195339_572.zip,375
Europe,FR-001,Antony-PF,97cbf5e5/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_213740_677.zip,374
Europe,FR-001,Antony-PF,ef6b4f76/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_110305_884.zip,370
Europe,FR-001,Antony-PF,030dcb55/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_063519_888.zip,369
Europe,FR-001,Antony-PF,60783842/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_150929_884.zip,361
Europe,FR-001,Antony-PF,db93420d/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/Status/2020_07_04_MachineState_28213.log/20200704_073004_884.zip,361
Europe,FR-001,Antony-PF,310de2eb/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/Status/2020_07_04_MachineState_28213.log/20200704_113548_884.zip,361
Europe,FR-001,Antony-PF,de757f0f/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_185227_889.zip,356
Europe,FR-001,Antony-PF,462eb20e/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO4/Status/2020_07_03_MachineState_28266.log/20200703_154955_577.zip,352
Europe,FR-001,Antony-PF,a31473b0/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_225508_884.zip,351
Europe,FR-001,Antony-PF,1d1d2092/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_100418_884.zip,350
Europe,FR-001,Antony-PF,f3e4686b/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/Status/2020_07_04_MachineState_28213.log/20200704_040244_884.zip,348
Europe,FR-001,Antony-PF,1a759086/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/Status/2020_07_04_MachineState_28213.log/20200704_100046_884.zip,348
Europe,FR-001,Antony-PF,0be6f293/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_141017_884.zip,348
Europe,FR-001,Antony-PF,822f322c/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO2/JobStateHistory/2020_07_02_JobState_28213.log/20200702_092301_482.zip,342
Europe,FR-001,Antony-PF,db4cb672/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_054614_884.zip,337
Europe,FR-001,Antony-PF,34e2e3ea/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/Status/2020_07_04_MachineState_28180.log/20200704_163723_823.zip,337
Europe,FR-001,Antony-PF,15ca9d3d/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/Status/2020_07_04_MachineState_28180.log/20200704_110541_884.zip,336
Europe,FR-001,Antony-PF,e77c6a16/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_185749_884.zip,332
Europe,FR-001,Antony-PF,8616475a/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_180943_884.zip,331
Europe,FR-001,Antony-PF,81fe4ff9/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_030855_876.zip,330
Europe,FR-001,Antony-PF,5b630ca6/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO4/Status/2020_07_04_MachineState_28266.log/20200704_115920_876.zip,330
Europe,FR-001,Antony-PF,2fd277b5/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_175457_884.zip,329
Europe,FR-001,Antony-PF,57a85b44/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO1/Status/2020_07_02_MachineState_28180.log/20200702_024420_876.zip,328
Europe,FR-001,Antony-PF,33179da3/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_070927_884.zip,324
Europe,FR-001,Antony-PF,59ac9543/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/Status/2020_07_04_MachineState_28180.log/20200704_054711_884.zip,319
Europe,FR-001,Antony-PF,8a2d6f2b/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO1/Status/2020_07_04_MachineState_28180.log/20200704_034916_876.zip,319
Europe,FR-001,Antony-PF,a8daa7a9/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO2/Status/2020_07_04_MachineState_28213.log/20200704_055235_884.zip,312
Europe,FR-001,Antony-PF,1e9e1f6c/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_224423_884.zip,310
Europe,FR-001,Antony-PF,fee4a7f9/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_01_MachineState_28239.log/20200702_015718_884.zip,307
Europe,FR-001,Antony-PF,25db2a8c/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200704_013247_884.zip,302
Europe,FR-001,Antony-PF,59665f75/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO2/Status/2020_07_02_MachineState_28213.log/20200702_092322_884.zip,298
Europe,FR-001,Antony-PF,dc9cca95/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_061134_884.zip,298
Europe,FR-001,Antony-PF,532b8db1/Europe/Antony/2020/07/04/Manufacturing/VFT-orbit/VO3/Status/2020_07_04_MachineState_28239.log/20200704_024049_879.zip,296
Europe,FR-001,Antony-PF,a9a0d11c/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO2/Status/2020_07_02_MachineState_28213.log/20200702_072737_885.zip,296
Europe,FR-001,Antony-PF,332686f6/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO3/Status/2020_07_02_MachineState_28239.log/20200702_141237_884.zip,290
Europe,FR-001,Antony-PF,b57d0bad/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO2/Status/2020_07_03_MachineState_28213.log/20200703_040141_876.zip,288
Europe,FR-001,Antony-PF,5fba48cb/Europe/Antony/2020/07/03/Manufacturing/VFT-orbit/VO3/Status/2020_07_03_MachineState_28239.log/20200703_104423_884.zip,276
Europe,FR-001,Antony-PF,399ef0cb/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO2/Status/2020_07_01_MachineState_28213.log/20200702_014640_884.zip,260
Europe,FR-001,Antony-PF,fafad1aa/Europe/Antony/2020/07/02/Manufacturing/VFT-orbit/VO1/JobStateHistory/2020_07_01_JobState_28180.log/20200702_015944_915.zip,244
